,Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address (Administrative Location),City (Administrative Location),State (Administrative Location),Zip Code (Administrative Location),Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
7213,8401300509,OKEFENOKEE WILDLIFE LEAGUE,OKEFENOKEE WILDLIFE LEAGUE INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,4155 SUWANNEE CANAL RD,FOLKSTON,GA,31500,4155 SUWANNEE CANAL RD,FOLKSTON,GA,31500.0,9124967836,30.83391,-82.04512,4.0,49.0,13.0,3,581874671,201403.0,0.0,0.0
7271,8409400590,SAPELO ISLAND NATIONAL ESTUARINE RESEARCH RESERVE,SAPELO ISLAND NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,TOWNSEND,GA,31331,,,,,,,,,,13.0,3,,,,
7377,8401300508,WILLIAM H REYNOLDS MEMORIAL NATURE PRESERVE,WILLIAM H REYNOLDS MEMORIAL NATURE PRESERVE INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,5665 REYNOLDS RD,MORROW,GA,30260,,,,,7706034188,33.60233,-84.34895,2.0,63.0,13.0,3,581871964,201312.0,7279.0,7279.0
7444,8409400249,HAWAIIAN ISLANDS HUMPBACK WHALE NATIONAL MARINE SANCTUARY,HAWAIIAN ISLANDS HUMPBACK WHALE NATIONAL MARINE SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1845 WASP BLVD BLDG 176,HONOLULU,HI,96818,,,,,,21.34929,-157.96445,2.0,3.0,15.0,6,,,,
7445,8409400250,HAWAIIAN ISLANDS HUMPBACK WHALE VISITOR CENTER,HAWAIIAN ISLANDS HUMPBACK WHALE VISITOR CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,726 SOUTH KIHEI ROAD,KIHEI,HI,96753,,,,,,20.76367,-156.45833,4.0,9.0,15.0,6,,,,
7453,8401500067,HONOLULU AQUARIUM SOCIETY,HONOLULU AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 235791,HONOLULU,HI,96823,,,,,8082254196,21.30418,-157.84398,1.0,3.0,15.0,6,311640963,201412.0,0.0,0.0
7512,8409400376,MOKUPAPAPA DISCOVERY CENTER,MOKUPAPAPA DISCOVERY CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,76 KAMEHAMEHA AVENUE,HILO,HI,96720,,,,,8089338180,19.72749,-155.08768,3.0,1.0,15.0,6,,,,
7527,8401500174,PALEAKU GARDENS PEACE SANCTUARY,PALEAKU GARDENS PEACE SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,83-5401 PAINTED CHURCH,CAPTAIN COOK,HI,96704,,,,,8083288084,19.45632,-155.89109,4.0,1.0,15.0,6,990342223,201312.0,97284.0,82550.0
7529,8409400543,PAPAHANAUMOKUAKEA MARINE NATIONAL MONUMENT,PAPAHANAUMOKUAKEA MARINE NATIONAL MONUMENT,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,76 KAMEHAMEHA AVENUE,HILO,HI,96720,,,,,8089338180,19.72749,-155.08768,3.0,1.0,15.0,6,,,,
7559,8409500220,WAIKIKI AQUARIUM,WAIKIKI AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",UNIVERSITY OF HAWAII AT MANOA,2777 KALAKAUA AVENUE,HONOLULU,HI,96815,,,,,8089239741,21.26559,-157.82178,1.0,3.0,15.0,6,996000354,,,
7738,8401900407,EASTERN IOWA AQUARIUM ASSOCIATION,EASTERN IOWA AQUARIUM ASSOCIATION,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 2327,CEDAR RAPIDS,IA,52406,10260 MORRIS HILLS ROAD,TODDVILLE,IA,52406.0,,42.08057,-91.76898,4.0,113.0,19.0,4,421207367,201308.0,0.0,0.0
8275,8409400153,EAST IDAHO AQUARIUM,EAST IDAHO AQUARIUM CORPORATION,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,160 N 1ST W APT 56,REXBURG,ID,83440,,,,,,43.82945,-111.78658,4.0,65.0,16.0,6,462348241,,,
8298,8401600056,IDAHO AQUARIUM,IDAHO AQUARIUM INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,64 N COLE RD,BOISE,ID,83704,,,,,2083751932,43.6056,-116.27411,1.0,1.0,16.0,6,260700095,201312.0,1051159.0,1049193.0
8422,8401600044,TROPICAL-MARINE CONSERVATION INSTITUTE,TROPICAL-MARINE CONSERVATION INSTITUTE INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,9600 W BROOKSIDE LN,BOISE,ID,83714,,,,,,43.73656,-116.29372,4.0,1.0,16.0,6,203536638,201312.0,0.0,0.0
8490,8401700456,AQUARIUM FISH SANCTUARY,AQUARIUM FISH SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3652 SOUTH HAMILTON,CHICAGO,IL,60609,,,,,,41.82796,-87.67896,1.0,31.0,17.0,4,263337232,201412.0,0.0,0.0
8653,8401701268,CHICAGO MARINE AQUARIUM SOCIETY,CHICAGO MARINE AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2268 WOODVIEW LANE,PARK RIDGE,IL,60068,,,,,,42.0459,-87.84935,2.0,31.0,17.0,4,454088302,201312.0,0.0,0.0
8955,8401701187,HICKORY SHADOWS EXOTICS & WILDLIFE REHABILITATION & EDUCATION FACILITY,HICKORY SHADOWS EXOTICS & WILDLIFE REHABILITATION & EDUCATI,HICKORY SHDOWS EXOTCS & WLDLFE,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,9370 E RADIUS RD,MOUNT VERNON,IL,62864,,,,,6182444324,38.29405,-88.97863,4.0,81.0,17.0,4,371410464,201312.0,0.0,0.0
9082,8409500092,JOHN G. SHEDD AQUARIUM,JOHN G. SHEDD AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1200 S LAKE SHORE DRIVE,CHICAGO,IL,60605,1200 S LAKE SHORE DRIVE,CHICAGO,IL,60605.0,3129392438,41.86668,-87.61907,1.0,31.0,17.0,4,,,,
9554,8401700558,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1200 S LAKE SHORE DR,CHICAGO,IL,60605,,,,,3129392438,41.8675,-87.61905,1.0,31.0,17.0,4,362167918,201312.0,74041834.0,63545279.0
9717,8401700804,WILDLIFE,WILDLIFE INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1421 S ARMSTRONG AVE,FREEPORT,IL,61032,,,,,8152322296,42.2848,-89.60172,3.0,177.0,17.0,4,364056367,,,
10031,8401800468,HOOSIER HERPETOLOGICAL SOCIETY,HOOSIER HERPETOLOGICAL SOCIETY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 40544,INDIANAPOLIS,IN,46240,6363 SPRING MILL RD,INDIANAPOLIS,IN,46240.0,,39.87109,-86.16492,1.0,97.0,18.0,4,351802210,201412.0,0.0,0.0
10496,8402000456,CEDAR COVE FELINE CONSERVATION PARK,CEDAR COVE FELINE CONSERVATION PARK INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3783 K68 HWY,LOUISBURG,KS,66053,,,,,,38.61431,-94.65756,4.0,121.0,20.0,5,481186674,201312.0,111382.0,101339.0
10563,8402000538,EAGLE VALLEY RAPTOR CENTER,EAGLE VALLEY RAPTOR CENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,927 N 343RD ST W,CHENEY,KS,67025,,,,,3163930710,37.6927,-97.73456,4.0,173.0,20.0,5,710954031,201312.0,28350.0,28350.0
10659,8402000133,HOPE IN THE VALLEY EQUINE RESCUEAND SANCTUARY,HOPE IN THE VALLEY EQUINE RESCUEAND SANCTUARY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,9025 N BROADWAY ST,VALLEY CENTER,KS,67147,,,,,3165194129,37.83923,-97.33568,4.0,173.0,20.0,5,204151013,201312.0,53472.0,53472.0
11319,8409500131,NEWPORT AQUARIUM,NEWPORT AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,ONE AQUARIUM WAY,NEWPORT,KY,41071,ONE AQUARIUM WAY,NEWPORT,KY,41071.0,8592617444,39.09066,-84.49425,2.0,37.0,21.0,3,,,,
11364,8402100466,PROJECT TO PRESERVE AFRICAN AMERICAN TURF HISTORY,PROJECT TO PRESERVE AFRICAN AMERICAN TURF HISTORY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1707 REEL DR,LAGRANGE,KY,40031,,,,,,38.40255,-85.36148,2.0,185.0,21.0,3,753241510,201212.0,0.0,0.0
11463,8409500013,AUDUBON AQUARIUM OF THE AMERICAS,AUDUBON AQUARIUM OF THE AMERICAS,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1 CANAL STREET,NEW ORLEANS,LA,70130,1 CANAL STREET,NEW ORLEANS,LA,70130.0,5045653033,29.95018,-90.06427,4.0,71.0,22.0,3,,,,
11464,8402200088,AUDUBON INSECTARIUM,AUDUBON NATURE INSTITUTE INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,423 CANAL ST,NEW ORLEANS,LA,70130,,,,,4232262578,29.92716,-90.13287,1.0,71.0,22.0,3,510157624,201312.0,31639978.0,30405440.0
11508,8402200417,CHIMP HAVEN,CHIMP HAVEN INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,13600 CHIMPANZEE PL,KEITHVILLE,LA,71047,,,,,3189259575,32.25729,-93.944,4.0,17.0,22.0,3,742766663,201309.0,6415045.0,6415045.0
11808,8402200197,TOUCHSTONE WILDLIFE AND ART,TOUCHSTONE WILDLIFE AND ART MUSEUM INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3386 HIGHWAY 80,HAUGHTON,LA,71037,,,,,3189492323,32.55579,-93.59399,4.0,15.0,22.0,3,581773007,,,
12009,8402500198,CAPEN HILL NATURE SANCTUARY,CAPEN HILL NATURE ASSOCIATION INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,56 CAPEN RD,CHARLTON,MA,1507,,,,,5082485516,42.15139,-71.9896,2.0,27.0,25.0,1,42952657,201312.0,106533.0,105652.0
12481,8402500507,NATIONAL MARINE LIFE CENTER,NATIONAL MARINE LIFE CENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 269,BUZZARDS BAY,MA,2532,120 MAIN STREET,BUZZARDS BAY,MA,2532.0,5087439888,41.74537,-70.61124,2.0,1.0,25.0,1,43290276,201312.0,339506.0,334250.0
12497,8402500843,NEW ENGLAND AQUARIUM MARINE LIFE CENTER,NEW ENGLAND AQUARIUM MARINE LIFE CENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,177 MILK ST,BOSTON,MA,2109,,,,,6179735206,42.35839,-71.05321,1.0,25.0,25.0,1,223334951,201312.0,10000.0,10000.0
12715,8409400635,STELLWAGEN BANK NATIONAL MARINE SANCTUARY,STELLWAGEN BANK NATIONAL MARINE SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,175 EDWARD FOSTER RD,SCITUATE,MA,2066,,,,,,42.19953,-70.7164,2.0,23.0,25.0,1,,,,
12791,8409400737,WAQUOIT BAY NATIONAL ESTUARINE RESEARCH RESERVE,WAQUOIT BAY NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 3522,WAQUOIT,MA,2356,,,,,,41.627,-70.58628,2.0,1.0,25.0,1,,,,
12993,8409400104,CHESAPEAKE BAY VIRGINIA NATIONAL ESTUARINE RESEARCH RESERVE,CHESAPEAKE BAY VIRGINIA NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,580 TAYLOR AVE,ANNAPOLIS,MD,21401,,,,,,38.98299,-76.50539,2.0,3.0,24.0,2,,,,
13281,8402400673,NATIONAL AQUARIUM,NATIONAL AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,501 E PRATT ST,BALTIMORE,MD,21202,501 E PRATT ST,BALTIMORE,MD,21202.0,7178170948,39.2866,-76.60875,1.0,510.0,24.0,2,,,,
13651,8402300441,GULF OF MAINE AQUARIUM,GULF OF MAINE AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,97A EXCHANGE ST,PORTLAND,ME,4101,350 COMMERCIAL ST,PORTLAND,ME,4101.0,2077722321,43.65408,-70.25538,1.0,5.0,23.0,1,237002794,,,
13652,8402300273,GULF OF MAINE RESEARCH INSTITUTE,GULF OF MAINE RESEARCH INSTITUTE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,350 COMMERCIAL ST,PORTLAND,ME,4101,,,,,2077722321,43.65408,-70.25538,1.0,5.0,23.0,1,10504905,201312.0,11288302.0,8248729.0
13694,8402300210,KISMA PRESERVE,KISMA PRESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 84,MOUNT DESERT,ME,4605,446 BAR HARBOR ROAD,TRENTON,ME,4605.0,2076673244,44.47613,-68.36762,4.0,9.0,23.0,1,10412171,201404.0,148231.0,43531.0
13919,8402300106,STANWOOD WILDLIFE SANCTUARY,STANWOOD WILDLIFE SANCTUARY,STANWOOD WILDLIFE SANCTUARY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 485,ELLSWORTH,ME,4605,289 HIGH ST,ELLSWORTH,ME,4605.0,2076678460,44.52091,-68.39737,3.0,9.0,23.0,1,10277845,201312.0,36433.0,34114.0
13977,8409400744,WELLS NATIONAL ESTUARINE RESEARCH RESERVE,WELLS NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,342 LAUDHOLM FARM RD,WELLS,ME,4090,,,,,,43.34062,-70.55512,4.0,31.0,23.0,1,,,,
14123,8409500036,CARD WILDLIFE EDUCATION CENTER,FERRIS STATE UNIVERSITY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",FERRIS STATE UNIVERSITY,820 CAMPUS DRIVE,BIG RAPIDS,MI,49307,,,,,2315915387,43.693,-85.47763,4.0,107.0,26.0,4,386005159,201306.0,,
14231,8402600817,DOMINOS FARMS PETTING FARM,DOMINOS FARMS PETTING FARM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 445,ANN ARBOR,MI,48106,,,,,7349980182,42.27276,-83.76611,1.0,161.0,26.0,4,383230460,201312.0,169112.0,156377.0
14354,8402600742,GREAT LAKES AQUARIUM,GREAT LAKES AQUARIUM & RES CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 1727,MUSKEGON,MI,49443,353 HARBOR DRIVE,MUSKEGON,MI,49443.0,2317265550,43.21134,-86.22867,2.0,,26.0,4,382960962,,,
14360,8409400229,GREAT LAKES MARITIME HERITAGE CENTER,GREAT LAKES MARITIME HERITAGE CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,500 W FLETCHER STREET,ALPENA,MI,49707,,,,,9893568805,45.0683,-83.43371,4.0,7.0,26.0,4,,,,
14367,8402600325,GREATER DETROIT AQUARIUM SOCIETY,GREATER DETROIT AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2101 N VERMONT AVE,ROYAL OAK,MI,48073,,,,,7346768564,42.5077,-83.12935,2.0,125.0,26.0,4,237328721,201405.0,0.0,0.0
14580,8402600961,MARINELIFE AQUARIUM SOCIETY OF MICHIGAN,MARINELIFE AQUARIUM SOCIETY OF MICHIGAN,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,204 S UNION ST,READING,MI,49274,,,,,,42.62511,-83.37808,2.0,125.0,26.0,4,383724063,201412.0,0.0,0.0
14929,8409400659,THUNDER BAY NATIONAL MARINE SANCTUARY,THUNDER BAY NATIONAL MARINE SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,500 W FLETCHER STREET,ALPENA,MI,49707,,,,,9893568805,45.0683,-83.43371,4.0,7.0,26.0,4,,,,
14972,8409500219,W.K. KELLOGG BIRD SANTUARY,MICHIGAN STATE UNIVERSITY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",MICHIGAN STATE UNIVERSITY,12685 EAST C AVENUE,AUGUSTA,MI,49012,,,,,2696712510,42.7356,-84.49352,1.0,65.0,26.0,4,386005984,201306.0,,
14996,8402600279,WEST MICHIGAN LAKERS,WEST MICHIGAN LAKERS INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,6282 HAWTHORNE CT,SAUGATUCK,MI,49453,,,,,6166351717,42.66068,-86.16242,4.0,5.0,26.0,4,204630264,,,
15017,8402600411,WILDERNESS TRAILS ANIMAL PARK,WILDERNESS TRAILS ANIMAL PARK INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,11721 GERA RD,BIRCH RUN,MI,48415,,,,,9896246177,43.25039,-83.7353,4.0,145.0,26.0,4,320013455,201312.0,323755.0,302277.0
15413,8402700524,MINNESOTA AQUARIUM SOCIETY,MINNESOTA AQUARIUM SOCIETY INCORPORATED,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,965 BEACON LANE,APPLE VALLEY,MN,55124,,,,,,44.72829,-93.23436,2.0,37.0,27.0,4,411809731,,,
15519,8402700193,PANDORAS AQUARIUM,PANDORAS AQUARIUM INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3109 W 50TH ST STE 320,MINNEAPOLIS,MN,55410,,,,,6122344204,44.9123,-93.31933,1.0,53.0,27.0,4,261102950,201406.0,0.0,0.0
15659,8402700198,TWIN CITIES MARINE AQUARIUM SOCIETY,TWIN CITIES MARINE AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2751 HENNEPIN AVENUE SOUTH PMB 277,MINNEAPOLIS,MN,55408,,,,,,44.95261,-93.2977,1.0,53.0,27.0,4,262517512,201112.0,0.0,0.0
15789,8402900256,BOBWHITE QUAIL RESTORATION ASSOCIATION,BOBWHITE QUAIL RESTORATION ASSOCIATION INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1307 CHAPEL DR,HARRISONVILLE,MO,64701,,,,,,38.6453,-94.33668,3.0,37.0,29.0,4,273074086,201406.0,34499.0,34499.0
15841,8402900100,CHILDREN'S AQUARIUM,CHILDREN'S AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,701 N 15TH ST,SAINT LOUIS,MO,63103,,,,,3146479594,38.63354,-90.20002,1.0,510.0,29.0,4,,,,
16158,8402900254,MISSOURI RIVER BIRD OBSERVATORY,MISSOURI RIVER BIRD OBSERVATORY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,27331 HIGHWAY WW,MARSHALL,MO,65340,,,,,6608868788,39.10009,-93.16732,4.0,195.0,29.0,4,272746275,201407.0,75713.0,75713.0
16309,8402900184,SAINT LOUIS AQUACENTER,ST LOUIS AQUACENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,701 N 15TH ST 2ND FL,ST LOUIS,MO,63103,,,,,,38.63354,-90.20002,1.0,510.0,29.0,4,237136059,201406.0,483141.0,479182.0
16337,8409500180,SEA LIFE AQUARIUM - KANSAS CITY,SEA LIFE AQUARIUM - KANSAS CITY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2475 GRAND BLVD,KANSAS CITY,MO,64108,2475 GRAND BLVD,KANSAS CITY,MO,64108.0,8164714386,39.08279,-94.58172,1.0,95.0,29.0,4,,,,
16450,8402900320,WILD CANID SURVIVAL AND RESEARCH CENTER,WILD CANID SURVIVAL & RESEARCH CENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 760,EUREKA,MO,63025,6750 TYSON VALLEY RD,EUREKA,MO,63025.0,6369385900,38.52119,-90.60302,4.0,189.0,29.0,4,430996361,201312.0,923522.0,902939.0
16456,8402900001,WORLD AQUARIUM,ST LOUIS AQUACENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,701 NORTH 15TH STREET 2ND FLOOR,ST LOUIS,MO,63103,,,,,3146476011,38.63354,-90.20002,1.0,510.0,29.0,4,237136059,201406.0,483141.0,479182.0
16457,8402900362,WORLD BIRD SANCTUARY,WORLD BIRD SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,125 BALD EAGLE RIDGE RD,VALLEY PARK,MO,63088,,,,,6368611392,38.53902,-90.50293,2.0,189.0,29.0,4,431184675,201307.0,,
16525,8409400221,GRAND BAY NATIONAL ESTUARINE RESEARCH RESERVE,GRAND BAY NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,MOSS POINT,MS,39562,,,,,,,,,,28.0,3,,,,
16528,8402800128,GREENVILLE CYPRESS PRESERVE,GREENVILLE CYPRESS PRESERVE TR,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,239 WOODLAWN DR,GREENVILLE,MS,38701,314 WETHERBEE ST,GREENVILLE,MS,38701.0,,33.38697,-91.04813,3.0,151.0,28.0,3,412040861,201405.0,16290.0,16290.0
16558,8409500087,J. L. SCOTT MARINE EDUCATION CENTER AND AQUARIUM,UNIVERSITY OF SOUTHERN MISSISSIPPI,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",UNIVERSITY OF SOUTHERN MISSISSIPPI,118 COLLEGE DRIVE # 0001,BILOXI,MS,39406,,,,,,31.33018,-89.33893,4.0,35.0,28.0,3,646000818,201406.0,,
16732,8403000098,BROKEN WHEEL PETTING FARM,BROKEN WHEEL PETTING FARM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3900 WYLIE DR,HELENA,MT,59602,,,,,,46.64311,-111.93632,3.0,49.0,30.0,5,260751047,201312.0,0.0,0.0
16803,8409500076,GRIZZLY & WOLF DISCOVERY CENTER,GRIZZLY & WOLF DISCOVERY CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,201 S CANYON ST,WEST YELLOWSTONE,MT,59758,201 S CANYON ST,WEST YELLOWSTONE,MT,59758.0,4066467001,44.7537,-111.19211,4.0,,30.0,5,,,,
16872,8403000028,MONTANA WILDLIFE TAXIDERMY,MONTANA WILDLIFE TAXIDERMY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,28 6TH ST W,COLUMBIA FALLS,MT,59912,3354 N FORK RD,COLUMBIA FALLS,MT,59912.0,4063874468,48.45301,-114.16891,4.0,29.0,30.0,5,,,,
17085,8403700141,CAROLINA RAPTOR CENTER,CAROLINA RAPTOR CENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,6000 SAMPLE RD,HUNTERSVILLE,NC,28078,,,,,7048756521,35.35444,-80.91166,4.0,119.0,37.0,3,561349170,201406.0,1174024.0,1119714.0
17490,8409500132,NORTH CAROLINA AQUARIUM AT FORT FISHER,NORTH CAROLINA AQUARIUM AT FORT FISHER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,900 LOGGERHEAD ROAD,KURE BEACH,NC,28449,900 LOGGERHEAD ROAD,KURE BEACH,NC,28449.0,9104588257,33.96286,-77.92718,,129.0,37.0,3,,,,
17491,8409500133,NORTH CAROLINA AQUARIUM AT PINE KNOLL SHORES,NORTH CAROLINA AQUARIUM AT PINE KNOLL SHORES,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1 ROOSEVELT DRIVE,PINE KNOLL SHORES,NC,28512,1 ROOSEVELT DRIVE,PINE KNOLL SHORES,NC,28512.0,2522474003,34.69692,-76.82176,3.0,31.0,37.0,3,,,,
17492,8409500134,NORTH CAROLINA AQUARIUM ON ROANOKE ISLAND,NORTH CAROLINA AQUARIUM ON ROANOKE ISLAND,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,374 AIRPORT ROAD,MANTEO,NC,27954,374 AIRPORT ROAD,MANTEO,NC,27954.0,2524733494,35.91945,-75.70493,3.0,55.0,37.0,3,,,,
17493,8403700546,NORTH CAROLINA AQUARIUM SOCIETY,THE NORTH CAROLINA AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3125 POPLARWOOD COURT,RALEIGH,NC,27604,,,,,9197332290,35.82075,-78.58379,1.0,,37.0,3,561512990,201312.0,12011943.0,6590439.0
17514,8409400515,NORTH CAROLINA NATIONAL ESTUARINE RESEARCH RESERVE,NORTH CAROLINA NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,983 W KITTY HAWK RD,KITTY HAWK,NC,27949,,,,,,36.06662,-75.69304,4.0,55.0,37.0,3,,,,
17736,8403700003,WEYMOUTH WOODS NATURE PRESERVE,WEYMOUTH WOODS NATURE PRESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1024 FORT BRAGG RD,SOUTHERN PINES,NC,28387,,,,,9106922167,35.14685,-79.37185,4.0,125.0,37.0,3,,,,
18187,8409500100,LEE G. SIMMONS CONSERVATION PARK & WILDLIFE SAFARI,LEE G. SIMMONS CONSERVATION PARK & WILDLIFE SAFARI,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,16406 NORTH 292ND STREET,ASHLAND,NE,68003,16406 NORTH 292ND STREET,ASHLAND,NE,68003.0,4029449453,41.015,-96.30264,4.0,25.0,31.0,5,,,,
18308,8409500160,RIVERSIDE DISCOVERY CENTER,RIVERSIDE DISCOVERY CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1600 S BELTLINE HWY W,SCOTTSBLUFF,NE,69361,1600 S BELTLINE HWY W,SCOTTSBLUFF,NE,69361.0,3086306236,41.86202,-103.6951,4.0,157.0,31.0,5,,,,
18498,8409400227,GREAT BAY NATIONAL ESTUARINE RESEARCH RESERVE,GREAT BAY NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,89 DEPOT RD,GREENLAND,NH,3840,,,,,,43.05403,-70.89625,2.0,15.0,33.0,1,,,,
18691,8409500191,SQUAM LAKES NATURAL SCIENCE CENTER,SQUAM LAKES NATURAL SCIENCE CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,23 SCIENCE CENTER RD,HOLDERNESS,NH,3245,23 SCIENCE CENTER RD,HOLDERNESS,NH,3245.0,6039687194,43.74336,-71.61352,4.0,,33.0,1,,,,
18749,8409500002,ADVENTURE AQUARIUM,ADVENTURE AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1 RIVERSIDE DRIVE,CAMDEN,NJ,8103,1 RIVERSIDE DRIVE,CAMDEN,NJ,8103.0,8563653300,39.94323,-75.13012,2.0,7.0,34.0,2,,,,
